206	understanding	compréhension	0.0	64.61617989144482	4.1585145112907025
422	treatable	traitable	0.0	64.61617989144482	4.1585145112907025
422	preventable	traitable	0.0	64.61617989144482	4.1585145112907025
509	magnitude	ampleur	0.0	64.61617989144482	4.1585145112907025
266	retrospective	généralisées	0.0	64.61617989144482	4.1585145112907025
55	adaptability	souplesse	0.0	64.61617989144482	4.1585145112907025
260	interviews	interviews	0.0	64.61617989144482	4.1585145112907025
350	following	vouloir	0.0	64.61617989144482	4.1585145112907025
434	bourgeoisie	bourgeoisie	0.0	64.61617989144482	4.1585145112907025
235	literature	littérature	0.0	64.61617989144482	4.1585145112907025
117	challenges	défis	2.02	193.84853967433446	4.1585145112907025
49	curriculum	curriculum	0.0	64.61617989144482	4.1585145112907025
5	exclusion	exclusion	0.0	64.61617989144482	4.1585145112907025
191	arthritis	arthrite	0.0	64.61617989144482	4.1585145112907025
334	radiologic	radiologiques	0.0	64.61617989144482	4.1585145112907025
148	qualitative	qualitatifs	0.0	64.61617989144482	4.1585145112907025
12	heterogeneous	hétérogènes	0.0	64.61617989144482	4.1585145112907025
192	colonization	colonisation	0.0	64.61617989144482	4.1585145112907025
129	aggregated	agrégées	0.0	64.61617989144482	4.1585145112907025
203	Norwegian	norvégienne	1.0	129.23235978288963	4.163477300632832
23	odds	probabilités	1.99	193.84853967433446	4.16846484214387
581	studies	études	32.87	2196.950116309124	4.172000496976178
226	studies	études	32.87	2196.950116309124	4.172000496976178
582	studies	études	32.87	2196.950116309124	4.172000496976178
580	Studies	études	32.87	2196.950116309124	4.172000496976178
584	studies	études	32.87	2196.950116309124	4.172000496976178
586	studies	études	32.87	2196.950116309124	4.172000496976178
202	studies	études	32.87	2196.950116309124	4.172000496976178
579	studies	études	32.87	2196.950116309124	4.172000496976178
225	evidence	études	32.87	2196.950116309124	4.172000496976178
554	studies	études	32.87	2196.950116309124	4.172000496976178
12	studies	études	32.87	2196.950116309124	4.172000496976178
320	masturbation	études	32.87	2196.950116309124	4.172000496976178
514	studies	études	32.87	2196.950116309124	4.172000496976178
511	studies	études	32.87	2196.950116309124	4.172000496976178
474	studies	études	32.87	2196.950116309124	4.172000496976178
515	studies	études	32.87	2196.950116309124	4.172000496976178
517	studies	études	32.87	2196.950116309124	4.172000496976178
53	education	études	32.87	2196.950116309124	4.172000496976178
529	studies	études	32.87	2196.950116309124	4.172000496976178
119	evidence	études	32.87	2196.950116309124	4.172000496976178
508	studies	études	32.87	2196.950116309124	4.172000496976178
194	studies	études	32.87	2196.950116309124	4.172000496976178
507	research	études	32.87	2196.950116309124	4.172000496976178
516	studies	études	32.87	2196.950116309124	4.172000496976178
513	studies	études	32.87	2196.950116309124	4.172000496976178
68	studies	études	32.87	2196.950116309124	4.172000496976178
517	studies	études	32.87	2196.950116309124	4.172000496976178
62	surveys	études	32.87	2196.950116309124	4.172000496976178
506	capital	capital	2.97	258.46471956577926	4.173477383967414
505	capital	capital	2.97	258.46471956577926	4.173477383967414
504	capital	capital	2.97	258.46471956577926	4.173477383967414
506	capital	capital	2.97	258.46471956577926	4.173477383967414
564	prediction	prédiction	0.98	129.23235978288963	4.173477383967414
259	primary	primaires	0.97	129.23235978288963	4.178515177997372
33	compound	composé	0.97	129.23235978288963	4.178515177997372
257	primary	primaires	0.97	129.23235978288963	4.178515177997372
467	index	indice	8.85	646.1617989144481	4.182563766523372
446	index	indice	8.85	646.1617989144481	4.182563766523372
443	index	indice	8.85	646.1617989144481	4.182563766523372
325	index	indice	8.85	646.1617989144481	4.182563766523372
469	index	indice	8.85	646.1617989144481	4.182563766523372
446	sector	secteur	1.93	193.84853967433446	4.18866754946139
448	sector	secteur	1.93	193.84853967433446	4.18866754946139
446	sector	secteur	1.93	193.84853967433446	4.18866754946139
20	beverage	boissons	6.82	516.9294391315585	4.189943873820995
25	beverages	boissons	6.82	516.9294391315585	4.189943873820995
27	beverages	boissons	6.82	516.9294391315585	4.189943873820995
16	Objectives	boissons	6.82	516.9294391315585	4.189943873820995
79	percentage	pourcentage	0.93	129.23235978288963	4.198924049628579
256	children	petits-enfants	5.76	452.3132592401137	4.201873904275001
257	grandchildren	petits-enfants	5.76	452.3132592401137	4.201873904275001
256	grandparents	petits-enfants	5.76	452.3132592401137	4.201873904275001
255	grandchildren	petits-enfants	5.76	452.3132592401137	4.201873904275001
260	grandchildren	petits-enfants	5.76	452.3132592401137	4.201873904275001
260	grandchildren	petits-enfants	5.76	452.3132592401137	4.201873904275001
254	grandchildren	petits-enfants	5.76	452.3132592401137	4.201873904275001
381	printing	impression	1.89	193.84853967433446	4.202366393819552
374	printing	impression	1.89	193.84853967433446	4.202366393819552
271	patients	séjour	0.9	129.23235978288963	4.214508780645277
392	size	taille	1.85	193.84853967433446	4.216255505980219
325	height	taille	1.85	193.84853967433446	4.216255505980219
298	performed	procédé	0.89	129.23235978288963	4.219758136531421
7	performed	procédé	0.89	129.23235978288963	4.219758136531421
391	received	reçu	1.83	193.84853967433446	4.223273078638866
112	restrictions	restrictions	0.88	129.23235978288963	4.225035193632265
221	placebo	vomissements	0.88	129.23235978288963	4.225035193632265
115	restrictions	restrictions	0.88	129.23235978288963	4.225035193632265
219	anterior	antérieur	1.82	193.84853967433446	4.226800419156834
526	crucial	cruciale	0.87	129.23235978288963	4.230340245861958
244	crucial	crucial	0.87	129.23235978288963	4.230340245861958
121	strategy	stratégie	0.84	129.23235978288963	4.246426383613582
488	exposure	stratégie	0.84	129.23235978288963	4.246426383613582
419	cancer	cancers	0.81	129.23235978288963	4.2627755216151115
471	stage	stade	0.8	129.23235978288963	4.2682851774260815
82	mechanisms	mécanismes	0.8	129.23235978288963	4.2682851774260815
362	mechanisms	mécanismes	0.8	129.23235978288963	4.2682851774260815
246	Indicator	indicateurs	0.79	129.23235978288963	4.273825357801697
534	nonseasonal	chronique	0.79	129.23235978288963	4.273825357801697
50	initiatives	initiatives	1.67	193.84853967433446	4.281260336289215
54	initiatives	initiatives	1.67	193.84853967433446	4.281260336289215
62	mosquitoes	moustiques	3.44	323.08089945722406	4.284998658399822
68	mosquito	moustiques	3.44	323.08089945722406	4.284998658399822
58	Mosquito	moustiques	3.44	323.08089945722406	4.284998658399822
57	mosquitoes	moustiques	3.44	323.08089945722406	4.284998658399822
68	mosquito	moustiques	3.44	323.08089945722406	4.284998658399822
82	sex	sexes	1.65	193.84853967433446	4.288751008018372
81	sex	sexes	1.65	193.84853967433446	4.288751008018372
70	sex	sexes	1.65	193.84853967433446	4.288751008018372
63	widespread	répandue	0.76	129.23235978288963	4.290632476118078
333	lowest	inférieur	3.27	323.08089945722406	4.323949744984265
362	Substandard	inférieure	3.27	323.08089945722406	4.323949744984265
168	lower	inférieure	3.27	323.08089945722406	4.323949744984265
365	substandard	inférieure	3.27	323.08089945722406	4.323949744984265
183	less	inférieure	3.27	323.08089945722406	4.323949744984265
332	lowest	inférieur	3.27	323.08089945722406	4.323949744984265
326	lowest	inférieur	3.27	323.08089945722406	4.323949744984265
251	lower	inférieures	0.7	129.23235978288963	4.325118652189247
281	application	application	0.7	129.23235978288963	4.325118652189247
186	clots	caillots	0.7	129.23235978288963	4.325118652189247
188	clot	caillots	0.7	129.23235978288963	4.325118652189247
403	base	base	7.53	646.1617989144481	4.326288927337438
408	base	base	7.53	646.1617989144481	4.326288927337438
401	base	base	7.53	646.1617989144481	4.326288927337438
535	basis	base	7.53	646.1617989144481	4.326288927337438
399	base	base	7.53	646.1617989144481	4.326288927337438
404	base	base	7.53	646.1617989144481	4.326288927337438
204	programs	programmes	4.95	452.3132592401137	4.329304510121926
214	cumulative	aléatoires	0.69	129.23235978288963	4.3309837716416455
49	essential	indispensables	0.69	129.23235978288963	4.3309837716416455
389	associations	associations	1.53	193.84853967433446	4.334913049781535
506	associations	associations	1.53	193.84853967433446	4.334913049781535
391	associations	associations	1.53	193.84853967433446	4.334913049781535
200	group	groupe	14.21	1163.0912380460068	4.336226247606495
485	groups	Groupe	14.21	1163.0912380460068	4.336226247606495
483	groups	Groupe	14.21	1163.0912380460068	4.336226247606495
407	group	groupe	14.21	1163.0912380460068	4.336226247606495
406	group	groupe	14.21	1163.0912380460068	4.336226247606495
23	condition	groupe	14.21	1163.0912380460068	4.336226247606495
302	group	groupe	14.21	1163.0912380460068	4.336226247606495
58	considerable	considérables	0.68	129.23235978288963	4.336883493768834
442	regions	régions	2.36	258.46471956577926	4.3398464588994905
447	regions	régions	2.36	258.46471956577926	4.3398464588994905
257	areas	régions	2.36	258.46471956577926	4.3398464588994905
445	areas	régions	2.36	258.46471956577926	4.3398464588994905
439	efficient	efficace	2.35	258.46471956577926	4.342818229288648
310	training	entraînement	0.67	129.23235978288963	4.342818229288648
230	effective	efficace	2.35	258.46471956577926	4.342818229288648
385	effective	efficace	2.35	258.46471956577926	4.342818229288648
420	overlooked	négligée	0.65	129.23235978288963	4.354794420335364
517	yielded	donné	0.65	129.23235978288963	4.354794420335364
31	given	donné	0.65	129.23235978288963	4.354794420335364
14	brachytherapy	thérapie	0.65	129.23235978288963	4.354794420335364
401	different	divers	1.47	193.84853967433446	4.35881857063509
131	various	divers	1.47	193.84853967433446	4.35881857063509
321	function	fonction	8.83	775.3941586973378	4.366915780867709
176	function	fonction	8.83	775.3941586973378	4.366915780867709
292	median	moyennes	0.63	129.23235978288963	4.366915780867709
295	function	fonction	8.83	775.3941586973378	4.366915780867709
141	models	modèles	5.5	516.9294391315585	4.374566927603229
214	curve	modèle	5.5	516.9294391315585	4.374566927603229
397	models	modèles	5.5	516.9294391315585	4.374566927603229
413	model	modèle	5.5	516.9294391315585	4.374566927603229
133	models	modèles	5.5	516.9294391315585	4.374566927603229
133	models	modèles	5.5	516.9294391315585	4.374566927603229
512	models	modèles	5.5	516.9294391315585	4.374566927603229
21	measures	modèles	5.5	516.9294391315585	4.374566927603229
354	models	modèles	5.5	516.9294391315585	4.374566927603229
409	model	modèle	5.5	516.9294391315585	4.374566927603229
247	model	modèle	5.5	516.9294391315585	4.374566927603229
131	model	modèle	5.5	516.9294391315585	4.374566927603229
464	parameters	paramètres	1.43	193.84853967433446	4.37507909150687
443	parameters	paramètres	1.43	193.84853967433446	4.37507909150687
553	coefficients	paramètres	1.43	193.84853967433446	4.37507909150687
392	clients	clientes	2.24	258.46471956577926	4.376104206922115
389	clients	clientes	2.24	258.46471956577926	4.376104206922115
394	clients	clientes	2.24	258.46471956577926	4.376104206922115
510	inception	création	1.41	193.84853967433446	4.383309590643385
112	recommended	recommandé	0.6	129.23235978288963	4.385377843707444
449	recommended	recommandé	0.6	129.23235978288963	4.385377843707444
287	Materials	MATÉRIELS	1.38	193.84853967433446	4.395783764868561
35	Methods	MATÉRIELS	1.38	193.84853967433446	4.395783764868561
533	Methods	MATÉRIELS	1.38	193.84853967433446	4.395783764868561
356	simulation	simulation	0.58	129.23235978288963	4.397878006471676
554	simulation	simulation	0.58	129.23235978288963	4.397878006471676
373	packaging	emballage	1.37	193.84853967433446	4.399976643128597
381	packaging	emballage	1.37	193.84853967433446	4.399976643128597
374	packaging	emballage	1.37	193.84853967433446	4.399976643128597
177	study	étude	32.87	2778.495735332127	4.406840088053579
227	practice	étude	32.87	2778.495735332127	4.406840088053579
195	study	étude	32.87	2778.495735332127	4.406840088053579
233	study	étude	32.87	2778.495735332127	4.406840088053579
441	study	étude	32.87	2778.495735332127	4.406840088053579
284	study	étude	32.87	2778.495735332127	4.406840088053579
301	study	étude	32.87	2778.495735332127	4.406840088053579
176	study	étude	32.87	2778.495735332127	4.406840088053579
242	study	étude	32.87	2778.495735332127	4.406840088053579
114	review	étude	32.87	2778.495735332127	4.406840088053579
323	study	étude	32.87	2778.495735332127	4.406840088053579
103	Results	étude	32.87	2778.495735332127	4.406840088053579
232	study	étude	32.87	2778.495735332127	4.406840088053579
402	study	Étude	32.87	2778.495735332127	4.406840088053579
123	study	étude	32.87	2778.495735332127	4.406840088053579
67	study	étude	32.87	2778.495735332127	4.406840088053579
313	study	étude	32.87	2778.495735332127	4.406840088053579
197	study	étude	32.87	2778.495735332127	4.406840088053579
406	study	étude	32.87	2778.495735332127	4.406840088053579
494	study	étude	32.87	2778.495735332127	4.406840088053579
140	study	étude	32.87	2778.495735332127	4.406840088053579
491	study	étude	32.87	2778.495735332127	4.406840088053579
506	study	étude	32.87	2778.495735332127	4.406840088053579
437	study	étude	32.87	2778.495735332127	4.406840088053579
201	study	étude	32.87	2778.495735332127	4.406840088053579
46	study	étude	32.87	2778.495735332127	4.406840088053579
148	study	étude	32.87	2778.495735332127	4.406840088053579
415	study	étude	32.87	2778.495735332127	4.406840088053579
80	study	étude	32.87	2778.495735332127	4.406840088053579
367	study	étude	32.87	2778.495735332127	4.406840088053579
306	study	étude	32.87	2778.495735332127	4.406840088053579
365	study	étude	32.87	2778.495735332127	4.406840088053579
48	approaches	approches	0.56	129.23235978288963	4.410536403343599
461	views	approches	0.56	129.23235978288963	4.410536403343599
376	commonest	courantes	0.53	129.23235978288963	4.429829606278278
383	commonest	courantes	0.53	129.23235978288963	4.429829606278278
353	determined	déterminé	0.52	129.23235978288963	4.436344287299471
181	determined	déterminé	0.52	129.23235978288963	4.436344287299471
27	menus	menu	1.28	193.84853967433446	4.438525313245832
443	curve	courbe	1.28	193.84853967433446	4.438525313245832
469	L	l	0.5	129.23235978288963	4.449502371876983
471	L	l	0.5	129.23235978288963	4.449502371876983
